Tournament,Stage,Match Type,Player,Teams,Agents,Rounds Played,Rating,Average Combat Score,Kills:Deaths,"Kill, Assist, Trade, Survive %",Average Damage Per Round,Kills Per Round,Assists Per Round,First Kills Per Round,First Deaths Per Round,Headshot %,Clutch Success %,Clutches (won/played),Maximum Kills in a Single Map,Kills,Deaths,Assists,First Kills,First Deaths
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Quarterfinals,BONECOLD,Team Vitality,"fade, sova",46,0.71,146,0.63,67%,102,0.48,0.28,0.07,0.17,27%,0%,0/3,15,22,35,13,3,8
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Quarterfinals,MOLSI,Team Vitality,kayo,16,0.57,197,0.63,81%,118,0.63,0.44,0.06,0.06,14%,0%,0/4,10,10,16,7,1,1
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Quarterfinals,MOLSI,Team Vitality,breach,30,1.24,248,1.42,87%,157,0.9,0.37,0.1,0,35%,0%,0/2,27,27,19,11,3,0
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Quarterfinals,MOLSI,Team Vitality,"breach, kayo",46,0.9,222,1.06,85%,143,0.8,0.39,0.09,0.02,27%,0%,0/6,27,37,35,18,4,1
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Quarterfinals,Destrian,Team Vitality,astra,16,0.64,151,0.47,56%,105,0.44,0.5,0.06,0.13,17%,0%,0/3,7,7,15,8,1,2
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Quarterfinals,Destrian,Team Vitality,omen,30,0.72,113,0.5,67%,76,0.37,0.53,0.07,0.13,26%,0%,0/2,11,11,22,16,2,4
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Quarterfinals,Destrian,Team Vitality,"astra, omen",46,0.68,132,0.49,63%,86,0.39,0.52,0.07,0.13,22%,0%,0/5,11,18,37,24,3,6
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Quarterfinals,ceNder,Team Vitality,killjoy,46,0.98,242,1.09,65%,159,0.83,0.2,0.04,0.07,25%,25%,3/12,24,38,35,9,2,3
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Quarterfinals,Twisten,Team Vitality,jett,46,0.92,233,1.05,63%,165,0.85,0.22,0.17,0.17,24%,17%,1/6,29,39,37,10,8,8
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Quarterfinals,Shao,Natus Vincere,sage,21,1.47,234,2.5,90%,143,0.95,0.29,0.14,0,31%,67%,4/6,20,20,8,6,3,0
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Quarterfinals,Shao,Natus Vincere,astra,17,1.83,307,6.33,94%,201,1.12,0.29,0.12,0,38%,25%,1/4,19,19,3,5,2,0
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Quarterfinals,Shao,Natus Vincere,"astra, sage",38,1.65,270,3.55,92%,169,1.03,0.29,0.13,0,34%,50%,5/10,20,39,11,11,5,0
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Quarterfinals,ANGE1,Natus Vincere,cypher,21,0.93,168,1.08,67%,102,0.67,0.1,0.14,0.14,29%,,,14,14,13,2,3,3
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Quarterfinals,ANGE1,Natus Vincere,sova,17,1.36,270,1.3,88%,179,0.76,0.53,0.29,0.06,24%,,,13,13,10,9,5,1
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Quarterfinals,ANGE1,Natus Vincere,"cypher, sova",38,1.15,219,1.17,76%,136,0.71,0.29,0.21,0.11,26%,,,14,27,23,11,8,4
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Quarterfinals,SUYGETSU,Natus Vincere,viper,21,1.26,268,1.38,90%,186,0.86,0.57,0.05,0.05,40%,0%,0/2,18,18,13,12,1,1
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Quarterfinals,SUYGETSU,Natus Vincere,killjoy,17,0.85,144,1.22,65%,114,0.65,0,0,0.12,33%,,,11,11,9,0,0,2
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Quarterfinals,SUYGETSU,Natus Vincere,"killjoy, viper",38,1.05,206,1.32,79%,153,0.76,0.32,0.03,0.08,37%,0%,0/2,18,29,22,12,1,3
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Quarterfinals,Zyppan,Natus Vincere,kayo,38,1.38,214,1.53,92%,147,0.76,0.63,0.16,0.03,35%,100%,1/1,16,29,19,24,6,1
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Quarterfinals,cNed,Natus Vincere,jett,38,1.37,304,1.62,74%,194,1.11,0.11,0.18,0.08,25%,0%,0/2,24,42,26,4,7,3
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Quarterfinals,mwzera,FURIA,skye,34,1.17,276,1.36,76%,163,1,0.21,0.06,0.15,21%,33%,1/3,34,34,25,7,2,5
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Quarterfinals,mwzera,FURIA,sova,22,1.22,222,1.19,64%,155,0.86,0.27,0.05,0,33%,20%,1/5,19,19,16,6,1,0
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Quarterfinals,mwzera,FURIA,"skye, sova",56,1.19,249,1.29,71%,160,0.95,0.23,0.05,0.09,24%,25%,2/8,34,53,41,13,3,5
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Quarterfinals,Quick,FURIA,viper,34,0.8,171,0.76,62%,112,0.56,0.38,0.06,0.09,25%,33%,1/3,19,19,25,13,2,3
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Quarterfinals,Quick,FURIA,killjoy,22,0.78,202,0.94,55%,128,0.68,0.09,0.18,0.18,36%,25%,1/4,15,15,16,2,4,4
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Quarterfinals,Quick,FURIA,"killjoy, viper",56,0.79,186,0.83,59%,118,0.61,0.27,0.11,0.13,30%,29%,2/7,19,34,41,15,6,7
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Quarterfinals,mazin,FURIA,kayo,22,0.61,153,0.61,59%,97,0.5,0.41,0.05,0,42%,0%,0/2,11,11,18,9,1,0
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Quarterfinals,mazin,FURIA,harbor,34,0.73,146,0.71,74%,85,0.5,0.32,0.09,0.12,36%,0%,0/1,17,17,24,11,3,4
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Quarterfinals,mazin,FURIA,"harbor, kayo",56,0.67,150,0.67,68%,90,0.5,0.36,0.07,0.07,39%,0%,0/3,17,28,42,20,4,4
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Quarterfinals,Khalil,FURIA,killjoy,34,0.92,171,1,68%,108,0.62,0.06,0.09,0.06,22%,0%,0/8,21,21,21,2,3,2
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Quarterfinals,Khalil,FURIA,omen,22,0.65,117,0.53,77%,72,0.41,0.36,0,0.05,44%,33%,1/3,9,9,17,8,0,1
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Quarterfinals,Khalil,FURIA,"killjoy, omen",56,0.79,144,0.79,71%,94,0.54,0.18,0.05,0.05,27%,9%,1/11,21,30,38,10,3,3
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Quarterfinals,dgzin,FURIA,jett,56,0.94,204,1.08,71%,134,0.77,0.2,0.21,0.16,23%,14%,1/7,27,43,40,11,12,9
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Quarterfinals,Leo,FNATIC,sova,56,1.32,222,1.29,77%,146,0.79,0.34,0.05,0,17%,23%,3/13,25,44,34,19,3,0
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Quarterfinals,Chronicle,FNATIC,kayo,22,0.96,174,0.73,68%,107,0.5,0.59,0.14,0.14,21%,0%,0/1,11,11,15,13,3,3
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Quarterfinals,Chronicle,FNATIC,breach,34,1.3,235,1.4,76%,155,0.82,0.47,0.06,0.06,23%,50%,2/4,28,28,20,16,2,2
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Quarterfinals,Chronicle,FNATIC,"breach, kayo",56,1.13,204,1.11,73%,136,0.7,0.52,0.09,0.09,22%,40%,2/5,28,39,35,29,5,5
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Quarterfinals,Boaster,FNATIC,astra,34,0.6,112,0.39,71%,67,0.32,0.38,0.06,0.24,12%,0%,0/1,11,11,28,13,2,8
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Quarterfinals,Boaster,FNATIC,omen,22,1.37,262,1.54,86%,162,0.91,0.68,0.09,0.09,14%,100%,1/1,20,20,13,15,2,2
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Quarterfinals,Boaster,FNATIC,"astra, omen",56,0.99,187,0.76,77%,104,0.55,0.5,0.07,0.18,13%,50%,1/2,20,31,41,28,4,10
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Quarterfinals,Alfajer,FNATIC,killjoy,56,1.16,208,1,80%,146,0.66,0.34,0.09,0.04,31%,0%,0/8,21,37,37,19,5,2
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Quarterfinals,Derke,FNATIC,jett,56,1.11,239,1.24,66%,161,0.91,0.14,0.2,0.2,40%,0%,0/1,32,51,41,8,11,11
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Semifinals,Leo,FNATIC,sova,23,1.19,216,1,83%,154,0.65,0.65,0.04,0,20%,25%,1/4,15,15,15,15,1,0
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Semifinals,Leo,FNATIC,fade,14,1.94,313,6,100%,175,1.29,0.29,0.14,0,16%,50%,1/2,18,18,3,4,2,0
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Semifinals,Leo,FNATIC,"fade, sova",37,1.56,264,1.83,89%,162,0.89,0.51,0.08,0,18%,33%,2/6,18,33,18,19,3,0
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Semifinals,Alfajer,FNATIC,killjoy,37,1.1,224,1.2,84%,158,0.81,0.3,0.11,0.08,21%,20%,1/5,16,30,25,11,4,3
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Semifinals,Boaster,FNATIC,brimstone,14,1.26,199,1.25,86%,112,0.71,0.64,0.21,0.14,20%,100%,1/1,10,10,8,9,3,2
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Semifinals,Boaster,FNATIC,viper,23,0.94,175,0.88,78%,109,0.61,0.39,0.09,0.04,26%,0%,0/1,14,14,16,9,2,1
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Semifinals,Boaster,FNATIC,"brimstone, viper",37,1.1,187,1,81%,110,0.65,0.49,0.14,0.08,24%,50%,1/2,14,24,24,18,5,3
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Semifinals,Derke,FNATIC,raze,14,1.45,262,1.86,93%,190,0.93,0.21,0.14,0.07,34%,,,13,13,7,3,2,1
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Semifinals,Derke,FNATIC,jett,23,1.38,335,1.63,74%,213,1.13,0.3,0.35,0.13,22%,,,26,26,16,7,8,3
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Semifinals,Derke,FNATIC,"jett, raze",37,1.41,298,1.7,81%,204,1.05,0.27,0.27,0.11,25%,,,26,39,23,10,10,4
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Semifinals,Chronicle,FNATIC,breach,14,1.67,236,2.4,100%,156,0.86,0.57,0.07,0,28%,,,12,12,5,8,1,0
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Semifinals,Chronicle,FNATIC,sage,23,1.23,231,1.54,87%,132,0.87,0.52,0.09,0.09,43%,,,20,20,13,12,2,2
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Semifinals,Chronicle,FNATIC,"breach, sage",37,1.45,234,1.78,92%,141,0.86,0.54,0.08,0.05,36%,,,20,32,18,20,3,2
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Semifinals,Derrek,100 Thieves,sova,23,0.88,217,0.85,61%,165,0.74,0.04,0.13,0.09,31%,0%,0/3,17,17,20,1,3,2
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Semifinals,Derrek,100 Thieves,breach,14,0.36,118,0.43,57%,71,0.43,0.14,0,0,36%,0%,0/3,6,6,14,2,0,0
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Semifinals,Derrek,100 Thieves,"breach, sova",37,0.62,168,0.68,59%,129,0.62,0.08,0.08,0.05,32%,0%,0/6,17,23,34,3,3,2
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Semifinals,stellar,100 Thieves,killjoy,23,0.6,117,0.42,70%,88,0.35,0.26,0,0.13,13%,0%,0/3,8,8,19,6,0,3
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Semifinals,stellar,100 Thieves,cypher,14,0.47,131,0.54,43%,87,0.5,0,0.07,0.36,35%,0%,0/4,7,7,13,0,1,5
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Semifinals,stellar,100 Thieves,"cypher, killjoy",37,0.53,124,0.47,59%,88,0.41,0.16,0.03,0.22,19%,0%,0/7,8,15,32,6,1,8
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Semifinals,Cryocells,100 Thieves,raze,14,0.62,183,0.62,64%,125,0.57,0.14,0.07,0.21,21%,0%,0/1,8,8,13,2,1,3
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Semifinals,Cryocells,100 Thieves,omen,23,0.96,206,0.94,78%,118,0.74,0.35,0.09,0.26,21%,0%,0/3,17,17,18,8,2,6
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Semifinals,Cryocells,100 Thieves,"omen, raze",37,0.79,194,0.81,73%,121,0.68,0.27,0.08,0.24,21%,0%,0/4,17,25,31,10,3,9
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Semifinals,Asuna,100 Thieves,kayo,14,0.66,177,0.5,64%,111,0.5,0.43,0.07,0.07,26%,0%,0/4,7,7,14,6,1,1
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Semifinals,Asuna,100 Thieves,sage,23,1.17,263,1.11,83%,182,0.87,0.22,0.09,0.13,28%,0%,0/1,20,20,18,5,2,3
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Semifinals,Asuna,100 Thieves,"kayo, sage",37,0.92,220,0.84,76%,155,0.73,0.3,0.08,0.11,27%,0%,0/5,20,27,32,11,3,4
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Semifinals,bang,100 Thieves,viper,23,0.91,161,0.88,65%,104,0.61,0.26,0.04,0.04,24%,0%,0/3,14,14,16,6,1,1
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Semifinals,bang,100 Thieves,omen,14,0.18,101,0.29,36%,66,0.29,0.07,0.07,0.07,41%,0%,0/1,4,4,14,1,1,1
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Semifinals,bang,100 Thieves,"omen, viper",37,0.55,131,0.6,54%,89,0.49,0.19,0.05,0.05,29%,0%,0/4,14,18,30,7,2,2
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Semifinals,nzr,LEVIATÁN,sova,23,0.84,132,0.63,70%,111,0.43,0.26,0,0,19%,0%,0/6,10,10,16,6,0,0
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Semifinals,nzr,LEVIATÁN,breach,15,0.62,120,0.5,67%,68,0.4,0.2,0.13,0.07,17%,0%,0/2,6,6,12,3,2,1
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Semifinals,nzr,LEVIATÁN,"breach, sova",38,0.73,126,0.57,68%,94,0.42,0.24,0.05,0.03,18%,0%,0/8,10,16,28,9,2,1
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Semifinals,Shyy,LEVIATÁN,killjoy,38,0.86,180,0.92,74%,126,0.63,0.18,0.13,0.05,21%,0%,0/3,17,24,26,7,5,2
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Semifinals,Mazino,LEVIATÁN,brimstone,15,0.61,136,0.5,53%,87,0.4,0.2,0,0.2,29%,0%,0/2,6,6,12,3,0,3
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Semifinals,Mazino,LEVIATÁN,omen,23,0.69,131,0.69,61%,77,0.48,0.26,0.04,0.09,18%,,,11,11,16,6,1,2
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Semifinals,Mazino,LEVIATÁN,"brimstone, omen",38,0.65,134,0.61,58%,81,0.45,0.24,0.03,0.13,23%,0%,0/2,11,17,28,9,1,5
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Semifinals,Tacolilla,LEVIATÁN,raze,15,0.84,157,0.8,67%,110,0.53,0.07,0.07,0.13,19%,33%,1/3,8,8,10,1,1,2
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Semifinals,Tacolilla,LEVIATÁN,jett,23,0.99,233,1.06,57%,147,0.83,0.09,0.17,0.22,22%,0%,0/2,19,19,18,2,4,5
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Semifinals,Tacolilla,LEVIATÁN,"jett, raze",38,0.92,195,0.96,61%,132,0.71,0.08,0.13,0.18,21%,20%,1/5,19,27,28,3,5,7
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Semifinals,kiNgg,LEVIATÁN,kayo,23,0.84,199,0.67,70%,135,0.61,0.43,0.13,0.13,22%,0%,0/2,14,14,21,10,3,3
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Semifinals,kiNgg,LEVIATÁN,viper,15,0.53,178,0.57,47%,128,0.53,0.13,0.13,0.2,33%,0%,0/1,8,8,14,2,2,3
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Semifinals,kiNgg,LEVIATÁN,"kayo, viper",38,0.68,188,0.63,61%,133,0.58,0.32,0.13,0.16,25%,0%,0/3,14,22,35,12,5,6
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Semifinals,cNed,Natus Vincere,raze,15,1.58,285,2,93%,188,0.93,0.47,0.27,0.07,20%,,,14,14,7,7,4,1
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Semifinals,cNed,Natus Vincere,jett,23,0.95,208,1.06,61%,124,0.74,0.09,0.09,0.17,35%,100%,1/1,17,17,16,2,2,4
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Semifinals,cNed,Natus Vincere,"jett, raze",38,1.26,246,1.35,74%,149,0.82,0.24,0.16,0.13,27%,100%,1/1,17,31,23,9,6,5
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Semifinals,SUYGETSU,Natus Vincere,cypher,23,1.11,194,1.15,70%,117,0.65,0.35,0.17,0.04,36%,0%,0/4,15,15,13,8,4,1
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Semifinals,SUYGETSU,Natus Vincere,viper,15,1.28,239,2.33,93%,127,0.93,0.27,0.13,0,55%,67%,2/3,14,14,6,4,2,0
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Semifinals,SUYGETSU,Natus Vincere,"cypher, viper",38,1.2,216,1.53,79%,121,0.76,0.32,0.16,0.03,42%,29%,2/7,15,29,19,12,6,1
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Semifinals,ANGE1,Natus Vincere,cypher,15,0.93,201,1.22,80%,116,0.73,0.13,0.07,0.07,26%,,,11,11,9,2,1,1
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Semifinals,ANGE1,Natus Vincere,omen,23,0.97,213,1.27,65%,128,0.83,0.17,0.04,0.26,26%,0%,0/2,19,19,15,4,1,6
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Semifinals,ANGE1,Natus Vincere,"cypher, omen",38,0.95,207,1.25,71%,124,0.79,0.16,0.05,0.18,26%,0%,0/2,19,30,24,6,2,7
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Semifinals,Zyppan,Natus Vincere,kayo,38,1.13,170,0.96,82%,111,0.58,0.45,0.05,0.05,38%,50%,1/2,12,22,23,17,2,2
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Semifinals,Shao,Natus Vincere,fade,23,1.6,291,2.09,91%,178,1,0.52,0.09,0,39%,33%,1/3,23,23,11,12,2,0
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Semifinals,Shao,Natus Vincere,omen,15,1.33,167,1.67,93%,115,0.67,0.4,0.13,0.13,27%,0%,0/1,10,10,6,6,2,2
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Semifinals,Shao,Natus Vincere,"fade, omen",38,1.46,229,1.94,92%,153,0.87,0.47,0.11,0.05,35%,25%,1/4,23,33,17,18,4,2
Champions Tour 2023: Lock-In Sao Paulo,All Stages,All Match Types,sh1n,Karmine Corp,viper,19,1.56,288,1.82,79%,166,1.05,0.58,0.21,0,20%,100%,1/1,20,20,11,11,4,0
Champions Tour 2023: Lock-In Sao Paulo,All Stages,All Match Types,sh1n,Karmine Corp,raze,21,0.85,280,1,62%,167,0.9,0.05,0.19,0.1,32%,,,19,19,19,1,4,2
Champions Tour 2023: Lock-In Sao Paulo,All Stages,All Match Types,sh1n,Karmine Corp,fade,63,1.22,271,1.32,78%,171,0.92,0.25,0.19,0.06,28%,40%,2/5,25,58,44,16,12,4
Champions Tour 2023: Lock-In Sao Paulo,All Stages,All Match Types,sh1n,Karmine Corp,"fade, raze, viper",103,1.22,276,1.31,75%,169,0.94,0.27,0.19,0.06,27%,50%,3/6,25,97,74,28,20,6
Champions Tour 2023: Lock-In Sao Paulo,All Stages,All Match Types,Newzera,Karmine Corp,sova,19,0.98,96,0.67,74%,64,0.32,0.42,0,0,29%,,,6,6,9,8,0,0
Champions Tour 2023: Lock-In Sao Paulo,All Stages,All Match Types,Newzera,Karmine Corp,harbor,42,0.84,154,0.86,69%,101,0.57,0.14,0.12,0.14,50%,33%,1/3,16,24,28,6,5,6
Champions Tour 2023: Lock-In Sao Paulo,All Stages,All Match Types,Newzera,Karmine Corp,breach,42,0.97,146,0.85,76%,98,0.55,0.36,0.02,0.07,39%,40%,4/10,12,23,27,15,1,3
Champions Tour 2023: Lock-In Sao Paulo,All Stages,All Match Types,Newzera,Karmine Corp,"breach, harbor, sova",103,0.92,139,0.83,73%,93,0.51,0.28,0.06,0.09,43%,38%,5/13,16,53,64,29,6,9
Champions Tour 2023: Lock-In Sao Paulo,All Stages,All Match Types,xms,Karmine Corp,killjoy,19,1.32,223,1.55,74%,136,0.89,0.21,0.32,0,35%,0%,0/2,17,17,11,4,6,0
Champions Tour 2023: Lock-In Sao Paulo,All Stages,All Match Types,xms,Karmine Corp,cypher,84,0.78,142,0.67,65%,102,0.46,0.25,0.02,0.06,25%,0%,0/9,12,39,58,21,2,5
Champions Tour 2023: Lock-In Sao Paulo,All Stages,All Match Types,xms,Karmine Corp,"cypher, killjoy",103,0.89,158,0.81,67%,108,0.54,0.24,0.08,0.05,28%,0%,0/11,17,56,69,25,8,5
Champions Tour 2023: Lock-In Sao Paulo,All Stages,All Match Types,Nivera,Karmine Corp,astra,21,1.21,237,1.23,86%,146,0.76,0.57,0.05,0.14,40%,0%,0/2,16,16,13,12,1,3
Champions Tour 2023: Lock-In Sao Paulo,All Stages,All Match Types,Nivera,Karmine Corp,omen,82,1.2,269,1.35,80%,162,0.94,0.3,0.22,0.07,32%,7%,1/14,23,77,57,25,18,6
Champions Tour 2023: Lock-In Sao Paulo,All Stages,All Match Types,Nivera,Karmine Corp,"astra, omen",103,1.2,263,1.33,82%,159,0.9,0.36,0.18,0.09,33%,6%,1/16,23,93,70,37,19,9
Champions Tour 2023: Lock-In Sao Paulo,All Stages,All Match Types,ScreaM,Karmine Corp,skye,19,0.93,198,1.07,68%,126,0.79,0.26,0.16,0.11,41%,,,15,15,14,5,3,2
Champions Tour 2023: Lock-In Sao Paulo,All Stages,All Match Types,ScreaM,Karmine Corp,kayo,84,0.93,188,0.89,67%,119,0.64,0.35,0.04,0.15,35%,8%,1/12,20,54,61,29,3,13
Champions Tour 2023: Lock-In Sao Paulo,All Stages,All Match Types,ScreaM,Karmine Corp,"kayo, skye",103,0.93,190,0.92,67%,120,0.67,0.33,0.06,0.15,36%,8%,1/12,20,69,75,34,6,15
Champions Tour 2023: Lock-In Sao Paulo,All Stages,All Match Types,k1Ng,Gen.G,viper,22,1.53,291,1.5,77%,187,0.95,0.41,0.09,0.05,32%,0%,0/6,21,21,14,9,2,1
Champions Tour 2023: Lock-In Sao Paulo,All Stages,All Match Types,k1Ng,Gen.G,kayo,26,1.2,244,1.28,88%,156,0.88,0.54,0.12,0,37%,25%,1/4,23,23,18,14,3,0
Champions Tour 2023: Lock-In Sao Paulo,All Stages,All Match Types,k1Ng,Gen.G,"kayo, viper",48,1.36,268,1.38,83%,170,0.92,0.48,0.1,0.02,34%,10%,1/10,23,44,32,23,5,1
Champions Tour 2023: Lock-In Sao Paulo,All Stages,All Match Types,TS,Gen.G,astra,22,0.89,128,0.71,64%,78,0.45,0.55,0.05,0.23,5%,0%,0/2,10,10,14,12,1,5
Champions Tour 2023: Lock-In Sao Paulo,All Stages,All Match Types,TS,Gen.G,brimstone,26,1.28,258,1.5,85%,149,1.04,0.46,0.12,0.04,19%,0%,0/3,27,27,18,12,3,1
Champions Tour 2023: Lock-In Sao Paulo,All Stages,All Match Types,TS,Gen.G,"astra, brimstone",48,1.08,193,1.16,75%,116,0.77,0.5,0.08,0.13,13%,0%,0/5,27,37,32,24,4,6
Champions Tour 2023: Lock-In Sao Paulo,All Stages,All Match Types,eKo,Gen.G,neon,26,0.7,146,0.6,62%,97,0.46,0.27,0.12,0.23,13%,0%,0/3,12,12,20,7,3,6
Champions Tour 2023: Lock-In Sao Paulo,All Stages,All Match Types,eKo,Gen.G,skye,22,0.98,170,0.8,77%,116,0.55,0.64,0.09,0.05,19%,0%,0/2,12,12,15,14,2,1
Champions Tour 2023: Lock-In Sao Paulo,All Stages,All Match Types,eKo,Gen.G,"neon, skye",48,0.84,158,0.69,69%,106,0.5,0.44,0.1,0.15,15%,0%,0/5,12,24,35,21,5,7
Champions Tour 2023: Lock-In Sao Paulo,All Stages,All Match Types,Meteor,Gen.G,jett,22,0.76,213,0.83,59%,132,0.68,0.14,0.32,0.09,20%,0%,0/1,15,15,18,3,7,2
Champions Tour 2023: Lock-In Sao Paulo,All Stages,All Match Types,Meteor,Gen.G,raze,26,1.1,265,1.26,77%,173,0.92,0.27,0.12,0.12,30%,0%,0/2,24,24,19,7,3,3
