Tournament,Stage,Match Type,Player,Teams,Agents,Rounds Played,Rating,Average Combat Score,Kills:Deaths,"Kill, Assist, Trade, Survive %",Average Damage Per Round,Kills Per Round,Assists Per Round,First Kills Per Round,First Deaths Per Round,Headshot %,Clutch Success %,Clutches (won/played),Maximum Kills in a Single Map,Kills,Deaths,Assists,First Kills,First Deaths
Valorant Champions Tour Stage 3: Masters Berlin,Group Stage,Decider (B),NagZ,KR�� Esports,jett,48,0.99,200,1,71%,135,0.69,0.19,0.15,0.08,25%,0%,0/7,18,33,33,9,7,4
Valorant Champions Tour Stage 3: Masters Berlin,Group Stage,Decider (B),Mazino,KR�� Esports,sage,48,0.91,164,0.82,71%,106,0.56,0.42,0.08,0.15,17%,50%,1/2,16,27,33,20,4,7
Valorant Champions Tour Stage 3: Masters Berlin,Group Stage,Decider (C),d3ffo,Gambit Esports,jett,47,1.12,223,1.16,77%,139,0.79,0.11,0.21,0.11,32%,25%,1/4,25,37,32,5,10,5
Valorant Champions Tour Stage 3: Masters Berlin,Group Stage,Decider (C),Redgar,Gambit Esports,astra,21,0.98,157,0.8,81%,133,0.57,0.43,0.05,0.05,24%,0%,0/1,12,12,15,9,1,1
Valorant Champions Tour Stage 3: Masters Berlin,Group Stage,Decider (C),Redgar,Gambit Esports,sage,26,0.81,152,0.68,65%,104,0.5,0.46,0.08,0,32%,40%,2/5,13,13,19,12,2,0
Valorant Champions Tour Stage 3: Masters Berlin,Group Stage,Decider (C),Redgar,Gambit Esports,"astra, sage",47,0.89,154,0.74,72%,117,0.53,0.45,0.06,0.02,27%,33%,2/6,13,25,34,21,3,1
Valorant Champions Tour Stage 3: Masters Berlin,Group Stage,Decider (C),Chronicle,Gambit Esports,sova,47,1.17,206,1.25,74%,142,0.74,0.23,0.04,0.09,29%,0%,0/3,20,35,28,11,2,4
Valorant Champions Tour Stage 3: Masters Berlin,Group Stage,Decider (C),nAts,Gambit Esports,viper,26,0.99,236,1,81%,165,0.77,0.42,0.12,0.19,37%,0%,0/3,20,20,20,11,3,5
Valorant Champions Tour Stage 3: Masters Berlin,Group Stage,Decider (C),nAts,Gambit Esports,cypher,21,1.86,387,3,100%,240,1.43,0.24,0.24,0,33%,33%,1/3,30,30,10,5,5,0
Valorant Champions Tour Stage 3: Masters Berlin,Group Stage,Decider (C),nAts,Gambit Esports,"cypher, viper",47,1.43,312,1.67,89%,198,1.06,0.34,0.17,0.11,35%,17%,1/6,30,50,30,16,8,5
Valorant Champions Tour Stage 3: Masters Berlin,Group Stage,Decider (C),sheydos,Gambit Esports,skye,21,1.14,232,1.36,76%,142,0.9,0.19,0.19,0.05,21%,0%,0/2,19,19,14,4,4,1
Valorant Champions Tour Stage 3: Masters Berlin,Group Stage,Decider (C),sheydos,Gambit Esports,reyna,26,0.9,167,0.94,62%,108,0.58,0.08,0.12,0.04,25%,33%,1/3,15,15,16,2,3,1
Valorant Champions Tour Stage 3: Masters Berlin,Group Stage,Decider (C),sheydos,Gambit Esports,"reyna, skye",47,1.02,200,1.13,68%,123,0.72,0.13,0.15,0.04,23%,20%,1/5,19,34,30,6,7,2
Valorant Champions Tour Stage 3: Masters Berlin,Group Stage,Decider (C),Fisker,Crazy Raccoon,jett,26,1,243,1.05,65%,157,0.88,0.12,0.23,0.19,39%,0%,0/2,23,23,22,3,6,5
Valorant Champions Tour Stage 3: Masters Berlin,Group Stage,Decider (C),Fisker,Crazy Raccoon,skye,21,0.35,98,0.3,52%,73,0.29,0.29,0,0.24,38%,0%,0/1,6,6,20,6,0,5
Valorant Champions Tour Stage 3: Masters Berlin,Group Stage,Decider (C),Fisker,Crazy Raccoon,"jett, skye",47,0.67,170,0.69,60%,120,0.62,0.19,0.13,0.21,39%,0%,0/3,23,29,42,9,6,10
Valorant Champions Tour Stage 3: Masters Berlin,Group Stage,Decider (C),neth,Crazy Raccoon,astra,21,1.05,289,1.22,71%,163,1.05,0.19,0.05,0.05,27%,14%,1/7,22,22,18,4,1,1
Valorant Champions Tour Stage 3: Masters Berlin,Group Stage,Decider (C),neth,Crazy Raccoon,sage,26,0.96,162,0.79,81%,105,0.58,0.35,0.08,0.04,29%,0%,0/2,15,15,19,9,2,1
Valorant Champions Tour Stage 3: Masters Berlin,Group Stage,Decider (C),neth,Crazy Raccoon,"astra, sage",47,1.01,226,1,77%,131,0.79,0.28,0.06,0.04,28%,11%,1/9,22,37,37,13,3,2
Valorant Champions Tour Stage 3: Masters Berlin,Group Stage,Decider (C),Bazzi,Crazy Raccoon,sova,26,0.94,223,1,62%,140,0.73,0.31,0.15,0.08,21%,0%,0/4,19,19,19,8,4,2
Valorant Champions Tour Stage 3: Masters Berlin,Group Stage,Decider (C),ade,Crazy Raccoon,viper,47,0.9,158,0.83,66%,106,0.53,0.28,0,0.09,28%,20%,2/10,16,25,30,13,0,4
Valorant Champions Tour Stage 3: Masters Berlin,Group Stage,Decider (C),Munchkin,Crazy Raccoon,raze,21,0.62,89,0.44,48%,64,0.33,0.19,0,0.29,4%,50%,1/2,7,7,16,4,0,6
Valorant Champions Tour Stage 3: Masters Berlin,Group Stage,Decider (C),Munchkin,Crazy Raccoon,reyna,26,1.04,227,1.05,69%,151,0.77,0.23,0.08,0.15,20%,0%,0/1,20,20,19,6,2,4
Valorant Champions Tour Stage 3: Masters Berlin,Group Stage,Decider (C),Munchkin,Crazy Raccoon,"raze, reyna",47,0.83,158,0.77,60%,112,0.57,0.21,0.04,0.21,14%,33%,1/3,20,27,35,10,2,10
Valorant Champions Tour Stage 3: Masters Berlin,Group Stage,Decider (C),Medusa,Crazy Raccoon,cypher,21,0.91,232,0.94,71%,143,0.81,0.24,0.1,0.1,27%,0%,0/2,17,17,18,5,2,2
Valorant Champions Tour Stage 3: Masters Berlin,Group Stage,Group D,TenZ,Sentinels,jett,71,1.76,355,2.58,87%,210,1.31,0.17,0.27,0.08,24%,33%,1/3,32,93,36,12,19,6
Valorant Champions Tour Stage 3: Masters Berlin,Group Stage,Group D,TenZ,Sentinels,reyna,124,1.02,228,1.03,72%,150,0.79,0.21,0.1,0.14,20%,0%,0/9,24,98,95,26,12,17
Valorant Champions Tour Stage 3: Masters Berlin,Group Stage,Group D,TenZ,Sentinels,"jett, reyna",195,1.31,279,1.46,77%,172,0.98,0.19,0.16,0.12,22%,8%,1/12,32,191,131,38,31,23
Valorant Champions Tour Stage 3: Masters Berlin,Group Stage,Group D,ShahZaM,Sentinels,jett,124,1.01,228,1.07,65%,137,0.78,0.15,0.14,0.12,18%,8%,1/13,26,97,91,18,17,15
Valorant Champions Tour Stage 3: Masters Berlin,Group Stage,Group D,ShahZaM,Sentinels,sova,71,1.29,201,1.41,77%,144,0.73,0.34,0.06,0.01,24%,29%,2/7,17,52,37,24,4,1
Valorant Champions Tour Stage 3: Masters Berlin,Group Stage,Group D,ShahZaM,Sentinels,"jett, sova",195,1.12,217,1.16,69%,140,0.76,0.22,0.11,0.08,20%,15%,3/20,26,149,128,42,21,16
Valorant Champions Tour Stage 3: Masters Berlin,Group Stage,Group D,SicK,Sentinels,skye,33,1.01,174,1.05,82%,117,0.61,0.33,0.12,0.12,20%,0%,0/1,11,20,19,11,4,4
Valorant Champions Tour Stage 3: Masters Berlin,Group Stage,Group D,SicK,Sentinels,phoenix,38,1.57,340,1.92,87%,226,1.21,0.32,0.24,0.13,23%,0%,0/1,27,46,24,12,9,5
Valorant Champions Tour Stage 3: Masters Berlin,Group Stage,Group D,SicK,Sentinels,sage,124,0.98,198,0.95,64%,134,0.69,0.28,0.12,0.11,24%,8%,1/13,19,86,91,35,15,14
Valorant Champions Tour Stage 3: Masters Berlin,Group Stage,Group D,SicK,Sentinels,"phoenix, sage, skye",195,1.1,221,1.13,71%,149,0.78,0.3,0.14,0.12,23%,7%,1/15,27,152,134,58,28,23
Valorant Champions Tour Stage 3: Masters Berlin,Group Stage,Group D,dapr,Sentinels,viper,43,1.04,190,1.07,81%,129,0.67,0.19,0.07,0.05,19%,17%,1/6,18,29,27,8,3,2
Valorant Champions Tour Stage 3: Masters Berlin,Group Stage,Group D,dapr,Sentinels,cypher,82,0.86,143,0.75,72%,100,0.5,0.29,0.09,0.12,20%,13%,1/8,11,41,55,24,7,10
Valorant Champions Tour Stage 3: Masters Berlin,Group Stage,Group D,dapr,Sentinels,killjoy,33,1.08,174,1.11,76%,107,0.64,0.15,0.15,0.06,16%,50%,1/2,12,21,19,5,5,2
Valorant Champions Tour Stage 3: Masters Berlin,Group Stage,Group D,dapr,Sentinels,sova,37,0.47,129,0.44,49%,84,0.38,0.19,0.05,0.08,19%,0%,0/4,7,14,32,7,2,3
Valorant Champions Tour Stage 3: Masters Berlin,Group Stage,Group D,dapr,Sentinels,"cypher, killjoy, sova, viper",195,0.86,156,0.79,70%,104,0.54,0.23,0.09,0.09,19%,15%,3/20,18,105,133,44,17,17
Valorant Champions Tour Stage 3: Masters Berlin,Group Stage,Group D,zombs,Sentinels,viper,70,0.82,130,0.68,64%,96,0.46,0.33,0.04,0.07,20%,7%,1/14,15,32,47,23,3,5
Valorant Champions Tour Stage 3: Masters Berlin,Group Stage,Group D,zombs,Sentinels,astra,125,1.07,174,1,76%,118,0.62,0.38,0.03,0.06,16%,20%,3/15,19,78,78,48,4,7
Valorant Champions Tour Stage 3: Masters Berlin,Group Stage,Group D,zombs,Sentinels,"astra, viper",195,0.97,156,0.88,72%,110,0.56,0.36,0.04,0.06,17%,14%,4/29,19,110,125,71,7,12
Valorant Champions Tour Stage 3: Masters Berlin,Group Stage,Group D,keloqz,G2 Esports,jett,135,1.15,245,1.31,70%,159,0.91,0.1,0.2,0.14,32%,30%,3/10,24,123,94,13,27,19
Valorant Champions Tour Stage 3: Masters Berlin,Group Stage,Group D,keloqz,G2 Esports,skye,16,1.12,293,1.5,75%,165,1.13,0,0.13,0.06,49%,,,18,18,12,0,2,1
Valorant Champions Tour Stage 3: Masters Berlin,Group Stage,Group D,keloqz,G2 Esports,sage,46,0.93,226,1.09,67%,149,0.8,0.15,0.09,0.09,29%,0%,0/6,19,37,34,7,4,4
Valorant Champions Tour Stage 3: Masters Berlin,Group Stage,Group D,keloqz,G2 Esports,"jett, sage, skye",197,1.11,246,1.27,70%,157,0.9,0.1,0.17,0.12,33%,19%,3/16,24,178,140,20,33,24
Valorant Champions Tour Stage 3: Masters Berlin,Group Stage,Group D,Mixwell,G2 Esports,skye,59,1.1,184,1.08,75%,116,0.66,0.22,0.05,0.1,22%,0%,0/4,16,39,36,13,3,6
Valorant Champions Tour Stage 3: Masters Berlin,Group Stage,Group D,Mixwell,G2 Esports,viper,53,1.17,207,1.15,79%,136,0.72,0.38,0.09,0.09,21%,0%,0/9,15,38,33,20,5,5
Valorant Champions Tour Stage 3: Masters Berlin,Group Stage,Group D,Mixwell,G2 Esports,raze,24,1.04,237,0.89,79%,172,0.71,0.38,0.21,0.25,18%,0%,0/1,17,17,19,9,5,6
Valorant Champions Tour Stage 3: Masters Berlin,Group Stage,Group D,Mixwell,G2 Esports,sage,19,0.69,108,0.4,63%,88,0.32,0.37,0.05,0.05,13%,0%,0/1,6,6,15,7,1,1
Valorant Champions Tour Stage 3: Masters Berlin,Group Stage,Group D,Mixwell,G2 Esports,killjoy,42,0.87,178,0.78,71%,126,0.6,0.29,0.05,0.1,20%,17%,1/6,13,25,32,12,2,4
Valorant Champions Tour Stage 3: Masters Berlin,Group Stage,Group D,Mixwell,G2 Esports,"killjoy, raze, sage, skye, viper",197,1.03,187,0.93,75%,128,0.63,0.31,0.08,0.11,20%,5%,1/21,17,125,135,61,16,22
Valorant Champions Tour Stage 3: Masters Berlin,Group Stage,Group D,koldamenta,G2 Esports,skye,42,0.85,126,0.61,67%,97,0.4,0.57,0.05,0.19,20%,0%,0/5,9,17,28,24,2,8
Valorant Champions Tour Stage 3: Masters Berlin,Group Stage,Group D,koldamenta,G2 Esports,killjoy,43,0.89,182,0.84,72%,128,0.6,0.12,0.05,0.09,20%,0%,0/3,14,26,31,5,2,4
Valorant Champions Tour Stage 3: Masters Berlin,Group Stage,Group D,koldamenta,G2 Esports,sova,112,1.17,192,1.15,79%,130,0.67,0.42,0.04,0.08,23%,9%,1/11,15,75,65,47,4,9
Valorant Champions Tour Stage 3: Masters Berlin,Group Stage,Group D,koldamenta,G2 Esports,"killjoy, skye, sova",197,1.05,177,0.95,75%,123,0.6,0.39,0.04,0.11,21%,5%,1/19,15,118,124,76,8,21
Valorant Champions Tour Stage 3: Masters Berlin,Group Stage,Group D,nukkye,G2 Esports,reyna,24,1.27,228,1.67,75%,152,0.83,0.29,0.04,0.08,27%,0%,0/1,20,20,12,7,1,2
Valorant Champions Tour Stage 3: Masters Berlin,Group Stage,Group D,nukkye,G2 Esports,raze,94,1.26,279,1.35,74%,181,0.89,0.29,0.2,0.15,17%,30%,3/10,22,84,62,27,19,14
Valorant Champions Tour Stage 3: Masters Berlin,Group Stage,Group D,nukkye,G2 Esports,sage,79,1.22,222,1.33,76%,148,0.81,0.35,0.06,0.04,26%,25%,2/8,20,64,48,28,5,3
Valorant Champions Tour Stage 3: Masters Berlin,Group Stage,Group D,nukkye,G2 Esports,"raze, reyna, sage",197,1.25,252,1.38,75%,164,0.85,0.31,0.13,0.1,21%,26%,5/19,22,168,122,62,25,19
Valorant Champions Tour Stage 3: Masters Berlin,Group Stage,Group D,AvovA,G2 Esports,astra,160,1.06,198,1.15,73%,132,0.74,0.21,0.07,0.09,26%,10%,2/21,26,118,103,33,11,15
Valorant Champions Tour Stage 3: Masters Berlin,Group Stage,Group D,AvovA,G2 Esports,sage,37,1.1,136,1,73%,90,0.54,0.43,0.05,0.05,22%,,,11,20,20,16,2,2
Valorant Champions Tour Stage 3: Masters Berlin,Group Stage,Group D,AvovA,G2 Esports,"astra, sage",197,1.07,186,1.12,73%,124,0.7,0.25,0.07,0.09,26%,10%,2/21,26,138,123,49,13,17
Valorant Champions Tour Stage 3: Masters Berlin,Group Stage,Group D,Bunny,F4Q,jett,33,0.98,232,1,64%,151,0.76,0.18,0.09,0.15,20%,0%,0/6,15,25,25,6,3,5
Valorant Champions Tour Stage 3: Masters Berlin,Group Stage,Group D,Bunny,F4Q,raze,157,0.97,228,0.98,71%,152,0.76,0.17,0.23,0.14,15%,13%,2/15,26,119,121,27,36,22
Valorant Champions Tour Stage 3: Masters Berlin,Group Stage,Group D,Bunny,F4Q,"jett, raze",190,0.97,229,0.99,69%,152,0.76,0.17,0.21,0.14,15%,10%,2/21,26,144,146,33,39,27
Valorant Champions Tour Stage 3: Masters Berlin,Group Stage,Group D,fiveK,F4Q,skye,116,0.67,152,0.63,59%,103,0.53,0.27,0.08,0.09,17%,13%,2/15,22,61,97,31,9,11
Valorant Champions Tour Stage 3: Masters Berlin,Group Stage,Group D,fiveK,F4Q,reyna,74,0.78,171,0.76,59%,123,0.59,0.19,0.05,0.03,24%,0%,0/10,22,44,58,14,4,2
Valorant Champions Tour Stage 3: Masters Berlin,Group Stage,Group D,fiveK,F4Q,"reyna, skye",190,0.71,160,0.68,59%,111,0.55,0.24,0.07,0.07,20%,8%,2/25,22,105,155,45,13,13
Valorant Champions Tour Stage 3: Masters Berlin,Group Stage,Group D,zunba,F4Q,skye,17,0.37,133,0.53,47%,86,0.47,0.12,0.12,0.12,33%,0%,0/1,8,8,15,2,2,2
Valorant Champions Tour Stage 3: Masters Berlin,Group Stage,Group D,zunba,F4Q,astra,157,0.89,184,0.92,68%,127,0.68,0.3,0.06,0.07,24%,5%,2/38,16,106,115,47,9,11
Valorant Champions Tour Stage 3: Masters Berlin,Group Stage,Group D,zunba,F4Q,yoru,16,0.49,137,0.43,56%,109,0.38,0.13,0.06,0.19,27%,0%,0/3,6,6,14,2,1,3
Valorant Champions Tour Stage 3: Masters Berlin,Group Stage,Group D,zunba,F4Q,"astra, skye, yoru",190,0.8,174,0.83,65%,122,0.63,0.27,0.06,0.08,25%,5%,2/42,16,120,144,51,12,16
Valorant Champions Tour Stage 3: Masters Berlin,Group Stage,Group D,Esperanza,F4Q,viper,33,0.47,122,0.45,52%,87,0.39,0.12,0.03,0.09,52%,0%,0/6,10,13,29,4,1,3
Valorant Champions Tour Stage 3: Masters Berlin,Group Stage,Group D,Esperanza,F4Q,sage,44,0.96,192,0.94,75%,132,0.66,0.45,0.02,0.05,26%,0%,0/5,16,29,31,20,1,2
Valorant Champions Tour Stage 3: Masters Berlin,Group Stage,Group D,Esperanza,F4Q,sova,113,0.96,214,0.94,72%,145,0.73,0.21,0.13,0.07,34%,7%,1/14,19,83,88,24,15,8
Valorant Champions Tour Stage 3: Masters Berlin,Group Stage,Group D,Esperanza,F4Q,"sage, sova, viper",190,0.86,191,0.84,69%,132,0.66,0.25,0.09,0.07,33%,4%,1/25,19,125,148,48,17,13
Valorant Champions Tour Stage 3: Masters Berlin,Group Stage,Group D,Efina,F4Q,killjoy,190,0.77,156,0.7,63%,110,0.51,0.12,0.06,0.15,22%,25%,3/12,18,97,139,22,11,28
Valorant Champions Tour Stage 3: Masters Berlin,All Stages,All Match Types,Chronicle,Gambit Esports,sova,194,1.35,214,1.5,81%,147,0.78,0.35,0.06,0.05,26%,13%,2/16,29,151,101,67,11,10
Valorant Champions Tour Stage 3: Masters Berlin,All Stages,All Match Types,Chronicle,Gambit Esports,viper,88,1.1,242,1.09,73%,164,0.83,0.36,0.11,0.06,22%,17%,1/6,23,73,67,32,10,5
Valorant Champions Tour Stage 3: Masters Berlin,All Stages,All Match Types,Chronicle,Gambit Esports,brimstone,24,1.35,236,1.5,75%,162,0.88,0.54,0.04,0,23%,0%,0/3,21,21,14,13,1,0
Valorant Champions Tour Stage 3: Masters Berlin,All Stages,All Match Types,Chronicle,Gambit Esports,"brimstone, sova, viper",306,1.28,223,1.35,78%,153,0.8,0.37,0.07,0.05,24%,12%,3/25,29,245,182,112,22,15
Valorant Champions Tour Stage 3: Masters Berlin,All Stages,All Match Types,Redgar,Gambit Esports,sova,23,0.8,141,0.73,65%,103,0.48,0.22,0,0.04,33%,0%,0/2,11,11,15,5,0,1
Valorant Champions Tour Stage 3: Masters Berlin,All Stages,All Match Types,Redgar,Gambit Esports,reyna,24,1.2,254,1.38,71%,161,0.92,0.21,0.42,0.13,19%,0%,0/2,22,22,16,5,10,3
Valorant Champions Tour Stage 3: Masters Berlin,All Stages,All Match Types,Redgar,Gambit Esports,astra,161,1.11,183,1.08,75%,124,0.67,0.31,0.08,0.08,28%,5%,1/22,19,108,100,50,13,13
Valorant Champions Tour Stage 3: Masters Berlin,All Stages,All Match Types,Redgar,Gambit Esports,sage,98,1.01,159,0.84,76%,105,0.54,0.42,0.11,0.09,37%,33%,2/6,14,53,63,41,11,9
Valorant Champions Tour Stage 3: Masters Berlin,All Stages,All Match Types,Redgar,Gambit Esports,"astra, reyna, sage, sova",306,1.06,177,1,74%,119,0.63,0.33,0.11,0.08,29%,9%,3/32,22,194,194,101,34,26
Valorant Champions Tour Stage 3: Masters Berlin,All Stages,All Match Types,sheydos,Gambit Esports,skye,208,1.05,191,1.11,73%,126,0.72,0.23,0.1,0.05,25%,18%,4/22,23,149,134,47,20,10
Valorant Champions Tour Stage 3: Masters Berlin,All Stages,All Match Types,sheydos,Gambit Esports,reyna,98,1.46,256,1.78,79%,161,0.93,0.1,0.11,0.03,27%,20%,2/10,26,91,51,10,11,3
Valorant Champions Tour Stage 3: Masters Berlin,All Stages,All Match Types,sheydos,Gambit Esports,"reyna, skye",306,1.18,212,1.3,75%,137,0.78,0.19,0.1,0.04,26%,19%,6/32,26,240,185,57,31,13
Valorant Champions Tour Stage 3: Masters Berlin,All Stages,All Match Types,nAts,Gambit Esports,cypher,151,1.19,245,1.32,79%,166,0.87,0.22,0.13,0.1,33%,21%,3/14,30,132,100,33,20,15
Valorant Champions Tour Stage 3: Masters Berlin,All Stages,All Match Types,nAts,Gambit Esports,viper,155,1.36,284,1.48,82%,176,0.93,0.39,0.11,0.11,29%,33%,3/9,24,144,97,60,17,17
Valorant Champions Tour Stage 3: Masters Berlin,All Stages,All Match Types,nAts,Gambit Esports,"cypher, viper",306,1.28,266,1.4,80%,171,0.9,0.3,0.12,0.1,31%,26%,6/23,30,276,197,93,37,32
Valorant Champions Tour Stage 3: Masters Berlin,All Stages,All Match Types,d3ffo,Gambit Esports,jett,306,1.13,220,1.25,73%,132,0.79,0.13,0.18,0.13,26%,19%,5/27,25,241,193,40,55,41
Valorant Champions Tour Stage 3: Masters Berlin,All Stages,All Match Types,ShahZaM,Sentinels,sova,99,1.26,203,1.3,75%,146,0.71,0.36,0.04,0.02,24%,18%,2/11,18,70,54,36,4,2
Valorant Champions Tour Stage 3: Masters Berlin,All Stages,All Match Types,ShahZaM,Sentinels,jett,144,0.98,219,1.02,63%,133,0.76,0.14,0.13,0.13,18%,13%,2/16,26,109,107,20,19,18
Valorant Champions Tour Stage 3: Masters Berlin,All Stages,All Match Types,ShahZaM,Sentinels,"jett, sova",243,1.09,212,1.11,67%,139,0.74,0.23,0.09,0.08,21%,15%,4/27,26,179,161,56,23,20
Valorant Champions Tour Stage 3: Masters Berlin,All Stages,All Match Types,dapr,Sentinels,sova,37,0.47,129,0.44,49%,84,0.38,0.19,0.05,0.08,19%,0%,0/4,7,14,32,7,2,3
Valorant Champions Tour Stage 3: Masters Berlin,All Stages,All Match Types,dapr,Sentinels,cypher,110,0.85,155,0.79,69%,108,0.55,0.26,0.08,0.11,21%,9%,1/11,20,61,77,29,9,12
Valorant Champions Tour Stage 3: Masters Berlin,All Stages,All Match Types,dapr,Sentinels,viper,63,1.05,198,0.98,81%,137,0.67,0.27,0.05,0.05,16%,11%,1/9,18,42,43,17,3,3
Valorant Champions Tour Stage 3: Masters Berlin,All Stages,All Match Types,dapr,Sentinels,killjoy,33,1.08,174,1.11,76%,107,0.64,0.15,0.15,0.06,16%,50%,1/2,12,21,19,5,5,2
Valorant Champions Tour Stage 3: Masters Berlin,All Stages,All Match Types,dapr,Sentinels,"cypher, killjoy, sova, viper",243,0.88,165,0.81,70%,112,0.57,0.24,0.08,0.08,18%,12%,3/26,20,138,171,58,19,20
Valorant Champions Tour Stage 3: Masters Berlin,All Stages,All Match Types,SicK,Sentinels,skye,53,1.03,192,1.03,81%,130,0.68,0.3,0.17,0.11,20%,0%,0/3,16,36,35,16,9,6
Valorant Champions Tour Stage 3: Masters Berlin,All Stages,All Match Types,SicK,Sentinels,phoenix,66,1.31,295,1.3,82%,193,0.92,0.33,0.2,0.17,21%,0%,0/5,27,61,47,22,13,11
Valorant Champions Tour Stage 3: Masters Berlin,All Stages,All Match Types,SicK,Sentinels,sage,124,0.98,198,0.95,64%,134,0.69,0.28,0.12,0.11,24%,8%,1/13,19,86,91,35,15,14
Valorant Champions Tour Stage 3: Masters Berlin,All Stages,All Match Types,SicK,Sentinels,"phoenix, sage, skye",243,1.07,220,1.06,72%,149,0.75,0.3,0.15,0.13,22%,5%,1/21,27,183,173,73,37,31
Valorant Champions Tour Stage 3: Masters Berlin,All Stages,All Match Types,TenZ,Sentinels,reyna,124,1.02,228,1.03,72%,150,0.79,0.21,0.1,0.14,20%,0%,0/9,24,98,95,26,12,17
Valorant Champions Tour Stage 3: Masters Berlin,All Stages,All Match Types,TenZ,Sentinels,raze,20,0.56,157,0.44,45%,120,0.4,0.2,0.05,0.3,13%,0%,0/1,8,8,18,4,1,6
Valorant Champions Tour Stage 3: Masters Berlin,All Stages,All Match Types,TenZ,Sentinels,jett,99,1.67,342,2.32,82%,197,1.24,0.17,0.23,0.1,22%,40%,2/5,32,123,53,17,23,10
Valorant Champions Tour Stage 3: Masters Berlin,All Stages,All Match Types,TenZ,Sentinels,"jett, raze, reyna",243,1.25,270,1.38,74%,167,0.94,0.19,0.15,0.14,21%,13%,2/15,32,229,166,47,36,33
Valorant Champions Tour Stage 3: Masters Berlin,All Stages,All Match Types,zombs,Sentinels,viper,70,0.82,130,0.68,64%,96,0.46,0.33,0.04,0.07,20%,7%,1/14,15,32,47,23,3,5
Valorant Champions Tour Stage 3: Masters Berlin,All Stages,All Match Types,zombs,Sentinels,astra,173,1.02,170,0.95,72%,113,0.61,0.32,0.04,0.05,15%,17%,4/23,19,105,110,56,7,9
Valorant Champions Tour Stage 3: Masters Berlin,All Stages,All Match Types,zombs,Sentinels,"astra, viper",243,0.95,157,0.87,70%,108,0.56,0.33,0.04,0.06,17%,14%,5/37,19,137,157,79,10,14
Valorant Champions Tour Stage 3: Masters Berlin,All Stages,All Match Types,Laz,ZETA DIVISION,sova,21,1.18,278,1.33,62%,165,0.95,0.33,0.19,0.1,42%,0%,0/4,20,20,15,7,4,2
Valorant Champions Tour Stage 3: Masters Berlin,All Stages,All Match Types,Laz,ZETA DIVISION,skye,55,1.16,270,1.36,62%,156,0.96,0.18,0.09,0.11,31%,0%,0/9,20,53,39,10,5,6
Valorant Champions Tour Stage 3: Masters Berlin,All Stages,All Match Types,Laz,ZETA DIVISION,cypher,16,0.78,155,0.67,63%,103,0.5,0.06,0.19,0,38%,0%,0/4,8,8,12,1,3,0
Valorant Champions Tour Stage 3: Masters Berlin,All Stages,All Match Types,Laz,ZETA DIVISION,"cypher, skye, sova",92,1.09,249,1.23,62%,149,0.88,0.2,0.13,0.09,34%,0%,0/17,20,81,66,18,12,8
Valorant Champions Tour Stage 3: Masters Berlin,All Stages,All Match Types,crow,ZETA DIVISION,sova,16,0.82,175,0.83,56%,122,0.63,0.25,0.06,0.13,24%,0%,0/1,10,10,12,4,1,2
Valorant Champions Tour Stage 3: Masters Berlin,All Stages,All Match Types,crow,ZETA DIVISION,breach,41,0.91,171,0.89,66%,110,0.61,0.24,0,0.1,22%,0%,0/7,14,25,28,10,0,4
Valorant Champions Tour Stage 3: Masters Berlin,All Stages,All Match Types,crow,ZETA DIVISION,viper,35,0.91,154,0.77,66%,95,0.49,0.31,0.06,0.03,17%,0%,0/5,12,17,22,11,2,1
Valorant Champions Tour Stage 3: Masters Berlin,All Stages,All Match Types,crow,ZETA DIVISION,"breach, sova, viper",92,0.89,165,0.84,64%,106,0.57,0.27,0.03,0.08,20%,0%,0/13,14,52,62,25,3,7
Valorant Champions Tour Stage 3: Masters Berlin,All Stages,All Match Types,takej,ZETA DIVISION,skye,16,0.58,145,0.57,44%,89,0.5,0.25,0,0.13,29%,0%,0/1,8,8,14,4,0,2
Valorant Champions Tour Stage 3: Masters Berlin,All Stages,All Match Types,takej,ZETA DIVISION,reyna,41,0.99,218,1.03,59%,144,0.76,0.17,0.15,0.07,32%,0%,0/4,16,31,30,7,6,3
Valorant Champions Tour Stage 3: Masters Berlin,All Stages,All Match Types,takej,ZETA DIVISION,sage,35,1.22,234,1.35,57%,155,0.89,0.34,0.06,0.11,27%,0%,0/3,22,31,23,12,2,4
Valorant Champions Tour Stage 3: Masters Berlin,All Stages,All Match Types,takej,ZETA DIVISION,"reyna, sage, skye",92,1,210,1.04,55%,139,0.76,0.25,0.09,0.1,29%,0%,0/8,22,70,67,23,8,9
Valorant Champions Tour Stage 3: Masters Berlin,All Stages,All Match Types,makiba,ZETA DIVISION,viper,16,0.33,100,0.21,25%,81,0.19,0.19,0,0.25,17%,0%,0/4,3,3,14,3,0,4
Valorant Champions Tour Stage 3: Masters Berlin,All Stages,All Match Types,makiba,ZETA DIVISION,astra,41,0.61,116,0.5,61%,83,0.37,0.34,0,0.07,20%,0%,0/7,8,15,30,14,0,3
Valorant Champions Tour Stage 3: Masters Berlin,All Stages,All Match Types,makiba,ZETA DIVISION,"astra, viper",57,0.51,110,0.41,51%,82,0.32,0.3,0,0.12,19%,0%,0/11,8,18,44,17,0,7
